"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-11-24","8.50",,"1.20","0.0","0.0","36","51","27","   50","   40","29.1","35.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-11-25","12.30",,"1.22","0.0","0.0","50","56","45","  330","   40","38.9","46.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-11-26","12.30",,"1.17","0.0","0.0","48","52","40","   70","   70","29.1","34.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-11-27","20.13",,"0.00","0.0","0.0","44","48","37","  270","  270","30.0","36.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-11-28","20.80",,"0.00","0.0","0.0","39","42","36","  290","  300","32.0","40.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-11-29","19.01",,"0.00","0.0","0.0","42","48","38","  320","  310","33.1","40.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-11-30","4.25",,"0.02","0.0","0.0","39","42","35","  300","  300","12.1","14.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-01","5.59",,"0.06","0.0","0.0","40","46","34","  100","  100","14.1","17.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-02","8.05",,"0.87","0.0","0.0","48","55","44","  110","  110","18.1","21.9","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-03","14.09",,"0.00","0.0","0.0","53","56","46","  270","  260","23.9","31.1","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-04","16.33",,"0.00","0.0","0.0","42","46","30","  340","  310","25.1","31.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-05","8.05",,"0.00","0.0","0.0","32","36","26","   40","   30","16.1","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-06","14.76",,"0.00","0.0","0.0","35","40","30","  240","  240","25.1","32.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-07","15.21",,"0.00","0.0","0.0","37","40","26","  320","  320","23.9","36.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-08","10.74",,"0.00","0.0","0.0","30","37","24","  270","  260","19.9","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-09","4.92",,"0.00","0.0","0.0","31","36","24","  250","  310","13.0","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-10","9.84",,"0.00","0.0","0.0","33","40","28","   10","   10","21.0","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-11","7.16",,"0.00","0.0","0.0","33","40","27","  300","  310","17.0","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-12","11.41",,"0.00","0.0","0.0","36","42","30","  320","  310","21.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-13","9.40",,"0.09","0.0","0.0","35","44","32","   60","   60","16.1","19.0","    1",,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-14","7.61",,"0.11","0.0","0.0","45","51","42","  120","  130","15.0","18.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-15","10.51",,"0.15","0.0","0.0","49","52","47","   60","   50","31.1","36.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-16","18.12",,"1.16","0.0","0.0","44","47","37","   50","   40","28.0","36.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-17","18.34",,"0.00","0.0","0.0","41","49","38","  310","  310","36.0","45.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-18","21.03",,"0.00","0.0","0.0","37","41","28","  320","  320","38.0","51.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-19","8.50",,"0.00","0.0","0.0","32","41","24","  310","  320","18.1","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-20","6.71",,"0.28","0.0","0.0","38","52","30","  110","  110","19.9","25.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-21","19.01",,"1.73","0.0","0.0","53","57","51","  180","  120","31.1","42.9","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-22","20.80",,"0.02","0.0","0.0","48","51","40","  290","  290","32.0","42.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-23","9.62",,"0.01","0.0","0.0","40","44","36","  310","  310","28.0","34.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-24","10.07",,"0.07","0.0","0.0","39","44","35","  270","  260","23.0","29.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-25","13.42",,"0.00","0.0","0.0","38","43","32","  310","  320","23.0","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-26","10.07",,"0.00","0.0","0.0","37","44","32","  290","  280","17.0","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-27","8.72",,"0.00","0.0","0.0","40","44","37","  330","  130","17.0","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-28","13.65",,"0.98","0.0","0.0","46","55","43","  170","  180","30.0","38.0","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-29","15.43",,"0.00","0.0","0.0","50","54","39","  310","  290","29.1","38.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-30","5.37",,"0.00","0.0","0.0","37","39","32","  330","  330","19.9","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-12-31","9.17",,"1.23","0.0","0.0","37","49","30","  130","  130","21.9","28.0","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-01","18.34",,"0.11","0.0","0.0","51","59","40","  320","  320","33.1","40.9","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-02","8.28",,"0.00","0.0","0.0","38","41","34","  320","  330","16.1","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-03","11.41",,"0.00","0.0","0.0","41","46","34","  320","  330","25.9","32.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-04","11.63",,"0.00","0.0","0.0","39","45","34","  240","  230","21.9","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-05","11.86",,"0.40","0.0","0.0","44","46","41","  330","  330","25.9","32.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-06","18.12",,"0.00","0.0","0.0","44","51","31","  320","  320","38.0","46.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-07","10.51",,"0.00","0.0","0.0","30","35","25","  340","  340","23.9","30.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-08","7.83",,"0.17","0.0","0.0","40","46","35","  270","  270","15.0","19.0","    1",,,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-09","21.25",,"0.07","0.0","0.0","43","47","34","  300","  290","32.0","44.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-10","23.94",,"0.00","0.0","0.0","34","36","28","  300","  310","36.0","46.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-11","19.01",,"0.00","0.0","0.0","28","32","22","  310","  320","30.0","36.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-12","6.49",,"0.00","0.0","0.0","26","35","20","  310","  320","15.0","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-13","10.51",,"0.00","0.0","0.0","29","33","24","   30","   30","21.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-14","12.08",,"0.00","0.0","0.0","27","33","24","  350","   30","21.0","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-15","6.71",,"0.00","0.0","0.0","29","36","23","  350","  350","16.1","19.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-16","12.97",,"0.00","0.0","0.0","32","39","25","  310","  320","21.9","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-17","8.05",,"0.00","0.0","0.0","31","34","25","  320","  330","21.0","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-18","7.61",,"0.04","0.5","1.2","33","39","28","  320","  320","16.1","19.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-19","9.62",,"0.41","0.0","0.0","35","39","29","   80","   80","23.9","31.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-20","19.69",,"1.23","0.0","0.0","38","50","15","  310","  300","42.9","52.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-21","27.51",,"0.00","0.0","0.0","12","15","5","  300","  310","38.0","50.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-22","11.41",,"0.00","0.0","0.0","19","31","14","  300","  300","28.0","34.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-23","13.65",,"0.00","0.0","0.0","34","47","29","  190","  190","23.0","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-24","21.25",,"1.37","0.0","0.0","47","54","35","  180","  200","36.9","46.1","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-25","16.55",,"0.00","0.0","0.0","36","40","28","  250","  250","30.0","36.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-26","9.40",,"0.00","0.0","0.0","29","33","24","  270","  270","21.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-27","14.54",,"0.00","0.0","0.0","37","45","28","  190","  200","29.1","35.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-28","11.18",,"0.00","0.0","0.0","32","39","23","  330","  330","23.0","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-29","10.51",,"0.21","0.0","0.0","31","43","22","  250","  230","25.1","33.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-30","21.03",,"0.00","0.2","0.0","29","35","7","  230","  230","40.9","52.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-01-31","16.55",,"0.00","0.0","0.0","9","17","3","  270","  270","23.9","30.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-01","9.84",,"0.00","0.0","0.0","16","22","11","  300","  300","21.0","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-02","12.30",,"0.00","0.0","0.0","23","32","16","  250","  240","23.9","28.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-03","7.38",,"0.00","0.0","0.0","35","49","25","  190","  190","17.0","19.9","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-04","4.92",,"0.00","0.0","0.0","40","53","30","  170","  180","12.1","15.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-05","6.04",,"0.00","0.0","0.0","43","60","32","  360","  360","18.1","21.9","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-06","10.51",,"0.50","0.0","0.0","42","45","33","  100","  110","17.0","23.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-07","8.95",,"0.15","0.0","0.0","41","44","39","   10","   30","17.0","21.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-08","15.21",,"0.15","0.0","0.0","43","55","32","  290","  270","32.0","42.9","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-09","21.03",,"0.00","0.0","0.0","31","34","24","  310","  310","35.1","42.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-10","9.40",,"0.00","0.0","0.0","28","35","22","  320","  320","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-11","6.04",,"0.00","0.0","0.0","33","37","29","  220","  230","14.1","16.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-12","14.76",,"0.86","1.2","0.0","31","37","26","   90","   90","25.9","35.1","    1",,,"    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-13","16.55",,"0.03","0.0","1.2","37","42","33","  250","  270","36.0","45.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-14","14.09",,"0.00","0.0","0.0","37","46","33","  270","  270","29.1","36.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-15","16.33",,"0.00","0.0","0.0","43","54","38","  170","  160","28.0","36.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-16","16.11",,"0.00","0.0","0.0","42","52","32","  320","  330","25.1","30.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-17","9.17",,"0.04","0.0","0.0","31","36","25","  330","  330","18.1","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-18","14.09",,"0.09","0.0","0.0","36","43","26","  310","  310","35.1","42.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-19","13.65",,"0.00","0.0","0.0","29","36","23","  330","  300","25.1","31.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-20","7.16",,"0.66","1.8","0.0","29","34","26","  110","  110","15.0","18.1","    1",,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-21","12.53",,"0.17","0.0","1.2","39","51","33","  330","  260","18.1","23.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-22","12.75",,"0.00","0.0","0.0","43","45","37","  300","  330","21.9","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-23","7.38",,"0.00","0.0","0.0","37","40","31","  360","  350","14.1","18.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-24","15.43",,"0.90","0.0","0.0","42","47","38","  270","  270","40.9","51.0","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-25","29.30",,"0.00","0.0","0.0","41","44","28","  270","  270","44.1","55.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-26","17.67",,"0.00","0.0","0.0","31","39","26","  300","  300","30.0","38.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-27","8.28",,"0.00","0.0","0.0","26","30","24","  320","  340","21.9","25.1","    1",,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-02-28","12.08",,"0.01","0.1","0.0","31","37","27","  340","  340","21.9","30.0","    1",,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-01","9.62",,"0.03","0.4","0.0","31","37","27","   40","   40","14.1","18.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-02","10.51",,"0.56","3.2","3.1","34","40","31","  260","   20","16.1","19.9","    1",,,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-03","8.05",,"0.57","1.8","1.2","38","43","32","  340","  330","16.1","23.0","    1",,,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-04","15.43",,"0.44","0.7","2.0","35","39","29","  310","  300","23.0","28.0","    1",,,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-05","14.09",,"0.00","0.0","1.2","28","33","20","  330","  330","25.1","31.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-06","17.90",,"0.00","0.0","1.2","24","28","19","  290","  280","25.9","32.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-07","13.42",,"0.00","0.0","0.0","25","33","18","  280","  260","23.9","30.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-08","5.82",,"0.00","0.0","0.0","29","37","22","  230","  170","12.1","13.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-09","7.38",,"0.00","0.0","0.0","38","47","33","  200","  190","14.1","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-10","12.30",,"0.87","0.0","0.0","39","44","35","   90","  100","29.1","42.9","    1",,,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-11","16.78",,"0.00","0.0","0.0","47","54","39","  330","  330","33.1","42.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-12","18.34",,"0.00","0.0","0.0","41","45","34","  300","  330","30.0","38.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-13","7.83",,"0.00","0.0","0.0","36","42","29","  180","  190","17.0","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-14","12.08",,"0.00","0.0","0.0","44","52","38","  170","  170","23.0","33.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-15","17.22",,"0.16","0.0","0.0","49","59","47","  180","  180","25.9","33.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-16","20.80",,"0.00","0.0","0.0","50","57","37","  290","  290","30.0","38.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-17","13.20",,"0.00","0.0","0.0","39","45","33","  300","  290","23.0","31.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-18","7.83",,"0.00","0.0","0.0","37","45","28","  200","  320","17.0","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-19","9.62",,"0.00","0.0","0.0","39","50","32","  240","  210","21.0","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-20","8.50",,"0.00","0.0","0.0","40","50","31","  170",,"17.0",,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-21","14.32",,"0.63","0.0","0.0","44","48","41","   70","   80","30.0","42.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-22","22.15",,"0.59","0.0","0.0","45","51","39","  290","  290","36.0","47.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-23","24.61",,"0.00","0.0","0.0","41","50","35","  290","  300","36.9","48.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-24","12.30",,"0.00","0.0","0.0","45","58","37","  220","  230","21.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-25","9.62",,"0.00","0.0","0.0","51","54","42","  350","  360","19.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-26","15.21",,"0.00","0.0","0.0","42","48","32","   30","   30","29.1","32.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-27","9.40",,"0.00","0.0","0.0","38","42","32","  160","   10","16.1","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-28","12.53",,"0.00","0.0","0.0","40","48","33","  170","  180","23.0","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-29","7.16",,"0.00","0.0","0.0","47","56","44","  190","  200","13.0","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-30","15.43",,"0.00","0.0","0.0","51","57","47","  170","  170","28.0","36.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-03-31","19.24",,"0.11","0.0","0.0","50","56","39","  320","  300","32.0","38.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-01","16.78",,"0.00","0.0","0.0","40","47","32","  290","  300","30.0","38.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-02","11.63",,"0.05","0.0","0.0","40","49","31","  120","  110","21.0","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-03","19.91",,"0.01","0.0","0.0","50","66","40","  270","  270","33.1","45.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-04","13.20",,"0.00","0.0","0.0","53","61","42","  300","  300","28.0","36.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-05","10.29",,"0.23","0.0","0.0","42","43","38","   40","   30","19.9","21.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-06","8.05",,"0.00","0.0","0.0","47","63","40","  310","  310","17.0","21.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-07","10.29",,"0.00","0.0","0.0","54","59","45","  180","  170","21.0","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-08","7.61",,"0.27","0.0","0.0","56","68","48","   30","  140","16.1","21.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-09","8.50",,"0.01","0.0","0.0","48","48","43","  130","  130","18.1","21.9","    1","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-10","14.32",,"0.00","0.0","0.0","51","61","40","  330","  310","23.9","31.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-11","7.83",,"0.00","0.0","0.0","44","48","38","   10","   20","16.1","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-12","14.09",,"0.61","0.0","0.0","51","62","45","  180","  180","31.1","38.9","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-13","10.51",,"0.36","0.0","0.0","57","69","53","  190","  190","25.9","33.1","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-14","9.62",,"0.00","0.0","0.0","56","63","51","  180","  180","28.0","35.1","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-15","24.38",,"0.52","0.0","0.0","56","61","46","  270","  300","38.9","52.1","    1","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-16","18.57",,"0.00","0.0","0.0","52","66","44","  300","  270","29.1","40.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-17","9.62",,"0.00","0.0","0.0","53","57","47","  170","  170","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-18","18.34",,"0.00","0.0","0.0","52","58","49","  110","  110","29.1","36.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-19","21.70",,"0.02","0.0","0.0","58","70","54","  190","  180","33.1","40.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-20","17.22",,"0.56","0.0","0.0","58","62","53","  160","  160","32.0","42.1","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-21","9.62",,"0.01","0.0","0.0","55","62","51","  160","  160","18.1","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-22","10.51",,"0.48","0.0","0.0","55","62","50","  350","  340","18.1","27.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-23","9.40",,"0.00","0.0","0.0","61","70","56","  160","  340","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-24","12.75",,"0.03","0.0","0.0","63","70","53","  320","  320","23.9","31.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-25","8.28",,"0.03","0.0","0.0","54","58","47","   40","   40","15.0","17.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-26","13.42",,"1.11","0.0","0.0","54","59","52","  290","  290","25.9","36.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-27","18.34",,"0.04","0.0","0.0","55","61","47","  270","  260","38.9","46.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-28","9.84",,"0.01","0.0","0.0","50","55","45","  350","  340","21.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-29","9.84",,"0.04","0.0","0.0","49","55","39","  170","  190","17.0","21.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-04-30","5.14",,"0.09","0.0","0.0","51","59","48","  120","  100","12.1","15.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-01","8.50",,"0.02","0.0","0.0","52","54","49","  110","  120","17.0","21.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-02","8.95",,"0.18","0.0","0.0","54","70","49","   90","  110","23.0","29.1","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-03","5.82",,"0.21","0.0","0.0","52","56","49","   70","   70","14.1","18.1","    1","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-04","6.04",,"0.10","0.0","0.0","56","65","53","  110","  100","16.1","19.9","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-05","11.41",,"1.52","0.0","0.0","55","57","51","   60","   20","21.0","28.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-06","9.40",,"0.01","0.0","0.0","56","68","50","   40","   30","21.0","25.9",,,,,,,,
